𛅰 Nushu Character-1B170
𛅱 Nushu Character-1B171
𛅲 Nushu Character-1B172
𛅳 Nushu Character-1B173
𛅴 Nushu Character-1B174
𛅵 Nushu Character-1B175
𛅶 Nushu Character-1B176
𛅷 Nushu Character-1B177
𛅸 Nushu Character-1B178
𛅹 Nushu Character-1B179
𛅺 Nushu Character-1B17A
𛅻 Nushu Character-1B17B
𛅼 Nushu Character-1B17C
𛅽 Nushu Character-1B17D
𛅾 Nushu Character-1B17E
𛅿 Nushu Character-1B17F
𛆀 Nushu Character-1B180
𛆁 Nushu Character-1B181
𛆂 Nushu Character-1B182
𛆃 Nushu Character-1B183
𛆄 Nushu Character-1B184
𛆅 Nushu Character-1B185
𛆆 Nushu Character-1B186
𛆇 Nushu Character-1B187
𛆈 Nushu Character-1B188
𛆉 Nushu Character-1B189
𛆊 Nushu Character-1B18A
𛆋 Nushu Character-1B18B
𛆌 Nushu Character-1B18C
𛆍 Nushu Character-1B18D
𛆎 Nushu Character-1B18E
𛆏 Nushu Character-1B18F
𛆐 Nushu Character-1B190
𛆑 Nushu Character-1B191
𛆒 Nushu Character-1B192
𛆓 Nushu Character-1B193
𛆔 Nushu Character-1B194
𛆕 Nushu Character-1B195
𛆖 Nushu Character-1B196
𛆗 Nushu Character-1B197
𛆘 Nushu Character-1B198
𛆙 Nushu Character-1B199
𛆚 Nushu Character-1B19A
𛆛 Nushu Character-1B19B
𛆜 Nushu Character-1B19C
𛆝 Nushu Character-1B19D
𛆞 Nushu Character-1B19E
𛆟 Nushu Character-1B19F
𛆠 Nushu Character-1B1A0
𛆡 Nushu Character-1B1A1
𛆢 Nushu Character-1B1A2
𛆣 Nushu Character-1B1A3
𛆤 Nushu Character-1B1A4
𛆥 Nushu Character-1B1A5
𛆦 Nushu Character-1B1A6
𛆧 Nushu Character-1B1A7
𛆨 Nushu Character-1B1A8
𛆩 Nushu Character-1B1A9
𛆪 Nushu Character-1B1Aa
𛆫 Nushu Character-1B1Ab
𛆬 Nushu Character-1B1Ac
𛆭 Nushu Character-1B1Ad
𛆮 Nushu Character-1B1Ae
𛆯 Nushu Character-1B1Af
𛆰 Nushu Character-1B1B0
𛆱 Nushu Character-1B1B1
𛆲 Nushu Character-1B1B2
𛆳 Nushu Character-1B1B3
𛆴 Nushu Character-1B1B4
𛆵 Nushu Character-1B1B5
𛆶 Nushu Character-1B1B6
𛆷 Nushu Character-1B1B7
𛆸 Nushu Character-1B1B8
𛆹 Nushu Character-1B1B9
𛆺 Nushu Character-1B1Ba
𛆻 Nushu Character-1B1Bb
𛆼 Nushu Character-1B1Bc
𛆽 Nushu Character-1B1Bd
𛆾 Nushu Character-1B1Be
𛆿 Nushu Character-1B1Bf
𛇀 Nushu Character-1B1C0
𛇁 Nushu Character-1B1C1
𛇂 Nushu Character-1B1C2
𛇃 Nushu Character-1B1C3
𛇄 Nushu Character-1B1C4
𛇅 Nushu Character-1B1C5
𛇆 Nushu Character-1B1C6
𛇇 Nushu Character-1B1C7
𛇈 Nushu Character-1B1C8
𛇉 Nushu Character-1B1C9
𛇊 Nushu Character-1B1Ca
𛇋 Nushu Character-1B1Cb
𛇌 Nushu Character-1B1Cc
𛇍 Nushu Character-1B1Cd
𛇎 Nushu Character-1B1Ce
𛇏 Nushu Character-1B1Cf
𛇐 Nushu Character-1B1D0
𛇑 Nushu Character-1B1D1
𛇒 Nushu Character-1B1D2
𛇓 Nushu Character-1B1D3
𛇔 Nushu Character-1B1D4
𛇕 Nushu Character-1B1D5
𛇖 Nushu Character-1B1D6
𛇗 Nushu Character-1B1D7
𛇘 Nushu Character-1B1D8
𛇙 Nushu Character-1B1D9
𛇚 Nushu Character-1B1Da
𛇛 Nushu Character-1B1Db
𛇜 Nushu Character-1B1Dc
𛇝 Nushu Character-1B1Dd
𛇞 Nushu Character-1B1De
𛇟 Nushu Character-1B1Df
𛇠 Nushu Character-1B1E0
𛇡 Nushu Character-1B1E1
𛇢 Nushu Character-1B1E2
𛇣 Nushu Character-1B1E3
𛇤 Nushu Character-1B1E4
𛇥 Nushu Character-1B1E5
𛇦 Nushu Character-1B1E6
𛇧 Nushu Character-1B1E7
𛇨 Nushu Character-1B1E8
𛇩 Nushu Character-1B1E9
𛇪 Nushu Character-1B1Ea
𛇫 Nushu Character-1B1Eb
𛇬 Nushu Character-1B1Ec
𛇭 Nushu Character-1B1Ed
𛇮 Nushu Character-1B1Ee
𛇯 Nushu Character-1B1Ef
𛇰 Nushu Character-1B1F0
𛇱 Nushu Character-1B1F1
𛇲 Nushu Character-1B1F2
𛇳 Nushu Character-1B1F3
𛇴 Nushu Character-1B1F4
𛇵 Nushu Character-1B1F5
𛇶 Nushu Character-1B1F6
𛇷 Nushu Character-1B1F7
𛇸 Nushu Character-1B1F8
𛇹 Nushu Character-1B1F9
𛇺 Nushu Character-1B1Fa
𛇻 Nushu Character-1B1Fb
𛇼 Nushu Character-1B1Fc
𛇽 Nushu Character-1B1Fd
𛇾 Nushu Character-1B1Fe
𛇿 Nushu Character-1B1Ff
𛈀 Nushu Character-1B200
𛈁 Nushu Character-1B201
𛈂 Nushu Character-1B202
𛈃 Nushu Character-1B203
𛈄 Nushu Character-1B204
𛈅 Nushu Character-1B205
𛈆 Nushu Character-1B206
𛈇 Nushu Character-1B207
𛈈 Nushu Character-1B208
𛈉 Nushu Character-1B209
𛈊 Nushu Character-1B20A
𛈋 Nushu Character-1B20B
𛈌 Nushu Character-1B20C
𛈍 Nushu Character-1B20D
𛈎 Nushu Character-1B20E
𛈏 Nushu Character-1B20F
𛈐 Nushu Character-1B210
𛈑 Nushu Character-1B211
𛈒 Nushu Character-1B212
𛈓 Nushu Character-1B213
𛈔 Nushu Character-1B214
𛈕 Nushu Character-1B215
𛈖 Nushu Character-1B216
𛈗 Nushu Character-1B217
𛈘 Nushu Character-1B218
𛈙 Nushu Character-1B219
𛈚 Nushu Character-1B21A
𛈛 Nushu Character-1B21B
𛈜 Nushu Character-1B21C
𛈝 Nushu Character-1B21D
𛈞 Nushu Character-1B21E
𛈟 Nushu Character-1B21F
𛈠 Nushu Character-1B220
𛈡 Nushu Character-1B221
𛈢 Nushu Character-1B222
𛈣 Nushu Character-1B223
𛈤 Nushu Character-1B224
𛈥 Nushu Character-1B225
𛈦 Nushu Character-1B226
𛈧 Nushu Character-1B227
𛈨 Nushu Character-1B228
𛈩 Nushu Character-1B229
𛈪 Nushu Character-1B22A
𛈫 Nushu Character-1B22B
𛈬 Nushu Character-1B22C
𛈭 Nushu Character-1B22D
𛈮 Nushu Character-1B22E
𛈯 Nushu Character-1B22F
